object_id,mjd,passband,flux,flux_err,detected
713,60608.1308,2,-9.163915,0.800012,1
713,60608.1384,1,-11.715749,0.823976,1
713,60608.1460,3,-11.449253,1.202452,0
713,60608.1569,4,-12.221146,1.749559,1
713,60608.1679,5,-2.633516,4.132709,0
713,60611.1227,2,-10.067919,0.717739,1
713,60611.1303,1,-9.289042,0.761477,1
713,60611.1380,3,-10.801243,1.080986,1
713,60611.1489,4,-11.623042,1.560488,1
713,60611.1599,5,-7.861447,3.710802,0
713,60612.1183,0,-11.605895,1.778605,1
713,60613.1019,0,-11.340659,1.930082,1
713,60614.0960,0,-10.934606,2.143276,1
713,60615.0917,0,-14.735178,2.326417,0
713,60616.0927,0,-12.353376,2.357691,1
713,60617.0896,0,-6.599936,2.023456,0
713,60620.1350,0,-6.110061,2.056073,0
713,60621.1263,2,-5.537477,0.829998,1
713,60621.1339,1,-7.972793,0.877838,1
713,60621.1416,3,-7.565215,1.233034,1
713,60621.1525,4,-6.638791,1.780862,0
713,60621.1635,5,-9.333499,4.242186,0
713,60624.0821,2,-4.490414,1.314625,0
713,60624.0897,1,-5.545699,1.695655,0
713,60624.0974,3,-7.286825,1.600662,0
713,60624.1083,4,-6.478677,2.086655,0
713,60624.1193,5,-7.099849,4.810002,0
713,60627.2801,2,-6.219934,2.530638,0
713,60627.2877,1,-5.039655,3.228468,0
713,60627.2954,3,-0.950650,2.782719,0
713,60627.3063,4,-4.143107,3.379841,0
713,60627.3173,5,0.243241,7.639313,0
713,60632.0400,2,-5.855491,1.492071,0
713,60632.0476,1,-6.847743,1.453141,0
713,60632.0552,3,-9.374930,2.217679,0
713,60632.0662,4,-10.557325,3.237312,0
713,60632.0771,5,-2.921649,7.857955,0
713,60635.0469,2,-6.480945,1.091159,1
713,60635.0545,1,-6.966879,1.087843,1
713,60635.0621,3,-6.185159,1.629475,1
713,60635.0731,4,-5.490345,2.377301,0
713,60635.0840,5,-2.292507,5.646507,0
713,60640.0504,2,-7.312206,0.974580,1
713,60640.0580,1,-7.250492,0.991461,0
713,60640.0656,3,-10.161006,1.479101,1
713,60640.0766,4,-6.631466,2.145102,0
713,60640.0875,5,-10.591419,5.138685,0
713,60643.0609,0,-9.289350,1.992813,1
713,60644.0533,0,-8.482151,2.118450,0
713,60645.0537,0,-2.605739,2.197297,1
713,60646.0548,0,-8.104684,2.135281,0
713,60647.0546,0,-7.506279,2.275638,0
713,60648.0553,0,-10.602926,1.838902,1
713,60649.0561,0,-12.232555,1.708795,0
713,60651.1265,2,-9.331477,0.865811,1
713,60651.1451,1,-10.061421,0.932510,1
713,60651.1527,3,-9.335849,1.315029,1
713,60651.1637,4,-6.167844,1.952829,0
713,60651.1746,5,-10.171921,4.815349,0
713,60654.0597,2,-9.607999,1.647062,1
713,60654.0673,1,-6.258916,2.222855,0
713,60654.0749,3,-9.524345,1.901351,0
713,60654.0859,4,-9.513783,2.389906,0
713,60654.0968,5,-9.744430,5.404162,0
713,60662.1451,2,-5.698765,1.334831,0
713,60662.1527,1,-4.317381,2.017339,0
713,60662.1603,3,-6.093997,1.675434,0
713,60662.1713,4,-5.760686,2.093239,0
713,60662.1822,5,-5.400730,4.721159,0
713,60665.0637,2,-6.826318,0.676851,1
713,60665.0713,1,-6.498077,0.740772,1
713,60665.0789,3,-5.938825,1.048616,1
713,60665.1017,4,-6.440791,1.543503,1
713,60665.1156,5,-13.727009,3.770338,0
713,60668.0647,2,-6.938087,0.920544,1
713,60668.0723,1,-8.995543,0.954973,1
713,60668.0893,3,-10.263328,1.437371,1
713,60668.1055,4,-5.455149,2.164149,0
713,60668.1165,5,-9.138229,5.354884,0
713,60671.0655,0,-10.165054,1.726118,1
713,60672.0693,0,-10.828177,1.470152,1
713,60673.0745,0,-12.148479,2.243120,0
713,60674.0798,0,-8.669188,2.216094,0
730,59798.3205,2,1.177371,1.364300,0
730,59798.3281,1,2.320849,1.159247,0
730,59798.3357,3,2.939447,1.771328,0
730,59798.3466,4,2.128097,2.610659,0
730,59798.3576,5,-12.809639,5.380097,0
730,59801.3553,2,0.111235,2.460576,0
730,59801.3629,1,-3.393080,3.564052,0
730,59801.3705,3,-1.899219,2.292693,0
730,59801.3815,4,2.284906,2.523534,0
730,59801.3924,5,5.203419,5.395980,0
730,59818.2740,0,-2.342200,1.801066,0
730,59819.2541,0,3.380978,2.469600,0
730,59820.2522,0,-2.230815,1.915426,0
730,59821.2478,0,1.159034,2.461736,0
730,59822.2433,0,5.942166,2.901580,0
730,59823.2659,0,-0.180970,2.714361,0
730,59826.3105,2,0.521923,0.925337,0
730,59826.3181,1,-1.421768,0.929596,0
730,59826.3258,3,0.972355,1.513987,0
730,59826.3367,4,-0.570261,2.162375,0
730,59826.3477,5,-2.301237,5.548611,0
730,59842.2456,2,0.156290,0.853800,0
730,59842.2532,1,-0.567360,0.819375,0
730,59842.2608,3,-0.251899,1.325633,0
730,59842.2718,4,2.019500,2.173066,0
730,59842.2827,5,10.142254,6.086383,0
730,59851.1792,0,-1.472170,2.597541,0
730,59854.1485,2,0.368931,1.230250,0
730,59854.1563,1,0.664051,1.345911,0
730,59854.1640,3,3.201455,1.909905,0
730,59854.1750,4,3.012713,2.778862,0
730,59854.1860,5,3.750187,5.803461,0
730,59857.1408,2,1.076537,2.141015,0
730,59857.1485,1,5.693109,2.937809,0
730,59857.1563,3,-2.640246,2.100464,0
730,59857.1673,4,0.402461,2.684283,0
730,59857.1782,5,-4.509360,6.643411,0
730,59867.1112,2,-0.449365,1.088300,0
730,59867.1189,1,0.282022,0.981426,0
730,59867.1267,3,0.026595,1.544194,0
730,59867.1377,4,0.956947,2.364042,0
730,59867.1487,5,2.724518,5.845339,0
730,59870.1049,2,1.070328,0.976301,0
730,59870.1126,1,0.511964,0.828288,0
730,59870.1204,3,-0.505236,1.377689,0
730,59870.1314,4,0.251195,2.289763,0
730,59870.1424,5,4.119082,5.293428,0
730,59873.0971,2,-0.211154,1.045822,0
730,59873.1049,1,-1.287062,1.048773,0
730,59873.1126,3,-1.557674,1.446841,0
730,59873.1236,4,-0.739414,2.074561,0
730,59873.1346,5,5.151175,4.601235,0
730,59874.1461,0,0.412505,1.627923,0
730,59875.0995,0,-2.200486,2.037783,0
730,59876.0980,0,-2.931559,2.450620,0
730,59877.0976,0,2.024089,1.789397,0
730,59878.0964,0,-1.250103,2.029308,0
730,59879.0895,0,-0.671039,1.877854,0
730,59880.1017,0,0.189355,1.384724,0
730,59884.1760,2,-0.108323,0.771566,0
730,59884.1836,1,-1.113737,0.892852,0
730,59884.1913,3,-0.427802,1.142666,0
730,59884.2022,4,1.402694,1.614300,0
730,59884.2132,5,-1.060647,4.220271,0
730,59887.2856,2,1.474370,1.835391,0
730,59887.2933,1,-3.203188,2.221069,0
730,59887.3009,3,-5.435799,2.359130,0
730,59887.3118,4,0.192088,3.154000,0
730,59887.3228,5,-1.082339,7.966248,0
730,59896.1307,2,1.145174,0.826742,0
730,59896.1384,1,-0.032153,0.707979,0
730,59896.1460,3,-0.357363,1.398256,0
730,59896.1569,4,-2.788487,2.198583,0
730,59896.1679,5,2.883538,5.962979,0
730,59899.1519,2,-1.456884,1.371527,0
730,59899.1595,1,-0.707794,1.396877,0
730,59899.1672,3,5.298447,2.388603,0
730,59899.1781,4,6.412822,3.720956,0
730,59899.1891,5,1.091714,7.924479,0
730,59902.1384,2,-0.887660,1.191683,0
730,59902.1460,1,0.168580,1.085883,0
730,59902.1537,3,-1.369444,1.950019,0
730,59902.1646,4,0.303218,2.770533,0
730,59902.1755,5,11.777126,7.044582,0
730,59904.1053,0,-0.620050,2.301550,0
730,59905.0555,0,0.922903,2.527480,0
730,59906.0562,0,-1.153271,2.043133,0
730,59907.0567,0,0.449173,1.764913,0
730,59908.0681,0,0.837362,2.710272,0
730,59909.0582,0,-0.985495,1.850359,0
730,59910.0503,0,-0.355463,1.880359,0
730,59914.0526,2,-0.833646,1.445693,0
730,59914.0602,1,0.370377,1.970406,0
730,59914.0678,3,-1.719942,1.692403,0
730,59914.0788,4,1.004354,2.274112,0
730,59914.0897,5,0.138586,5.367689,0
730,59924.1060,2,-0.787230,1.137160,0
730,59924.1136,1,-1.572903,1.584968,0
730,59924.1212,3,0.555294,1.735223,0
730,59924.1322,4,-2.475216,2.533980,0
730,59924.1431,5,-0.816748,5.644574,0
730,59927.1074,2,-0.474538,1.196533,0
730,59927.1151,1,0.973025,1.142775,0
730,59927.1227,3,-2.039601,1.598035,0
730,59927.1336,4,-1.036243,2.305239,0
730,59927.1446,5,-3.438392,5.903537,0
730,59930.1236,2,-0.114812,0.945627,0
730,59930.1312,1,0.475511,0.835235,0
730,59930.1388,3,0.226621,1.287869,0
730,59930.1498,4,-3.755495,2.037717,0
730,59930.1607,5,2.542647,5.343603,0
730,59933.1249,2,0.603719,0.695106,0
730,59933.1325,1,-0.226574,0.698751,0
730,59933.1401,3,0.106692,1.273440,0
730,59933.1511,4,0.993756,1.919590,0
730,59933.1620,5,5.318815,5.441072,0
730,59934.0638,0,1.190260,1.159169,0
730,59935.0646,0,-0.320948,1.132809,0
730,59936.0642,0,-1.230814,1.533033,0
730,59937.0650,0,-0.751357,1.654440,0
730,59938.0647,0,-3.109122,2.015928,0
730,59939.0650,0,1.571790,2.219707,0
730,60165.3032,2,-0.502432,1.200698,0
730,60165.3109,1,-2.832010,1.356671,0
730,60165.3186,3,1.843434,1.524752,0
730,60165.3295,4,3.196369,2.029726,0
730,60165.3405,5,-8.889149,4.793297,0
730,60168.2892,2,-0.176546,0.837958,0
730,60168.2970,1,0.201754,0.793672,0
730,60168.3047,3,0.369397,1.305260,0
730,60168.3157,4,-2.235131,2.071596,0
730,60168.3267,5,-5.047883,4.827778,0
730,60176.2820,0,1.753881,2.391554,0
730,60177.2726,0,-1.260694,2.790846,0
730,60181.4088,2,1.103341,0.929294,0
730,60181.4164,1,1.391831,1.272189,0
730,60181.4232,3,-4.766650,3.249354,0
730,60183.2660,2,-2.848838,1.924783,0
730,60183.2736,1,-3.133007,2.955767,0
730,60183.2812,3,2.159384,2.557742,0
730,60183.2922,4,-5.836310,3.003132,0
730,60183.3031,5,-8.716421,6.192660,0
730,60195.2812,2,-0.162802,0.937681,0
730,60195.2888,1,0.864197,1.028533,0
730,60195.2964,3,-2.294667,1.631539,0
730,60195.3073,4,-2.693345,2.345676,0
730,60195.3183,5,-0.570636,6.289552,0
730,60198.2690,0,1.026459,2.192766,0
730,60199.2186,0,0.527036,2.176080,0
730,60200.2139,0,-1.516695,2.611164,0
730,60201.2072,0,0.150572,2.513518,0
730,60202.2089,0,-1.982165,2.505382,0
730,60209.1811,2,-0.462435,1.572888,0
730,60209.1888,1,2.153122,1.421764,0
730,60209.1965,3,0.765511,1.838664,0
730,60209.2075,4,-1.591831,2.917069,0
730,60209.2184,5,0.939232,6.712256,0
730,60212.1675,2,-2.669531,1.944909,0
730,60212.1753,1,3.706729,2.772595,0
730,60212.1830,3,-1.340184,2.303333,0
730,60212.1941,4,-3.525083,2.598093,0
730,60212.2050,5,7.831807,5.678200,0
730,60223.2416,2,1.328195,1.188578,0
730,60223.2493,1,-0.298775,1.249490,0
730,60223.2569,3,2.987647,1.656098,0
730,60223.2678,4,4.241424,2.481011,0
730,60223.2788,5,9.333996,5.811805,0
730,60226.3337,2,-0.679090,0.949060,0
730,60226.3413,1,1.282680,0.952563,0
730,60226.3489,3,0.970081,1.800158,0
730,60226.3599,4,1.366870,3.079182,0
730,60226.3708,5,-4.552550,8.128254,0
730,60238.3197,2,-0.599053,1.058323,0
730,60238.3273,1,0.734427,1.161131,0
730,60238.3349,3,2.553997,2.179708,0
730,60238.3459,4,1.377842,3.840058,0
730,60238.3568,5,-19.159811,11.281384,0
730,60241.0870,2,0.823192,2.008905,0
730,60241.0948,1,3.386674,3.088520,0
730,60241.1025,3,0.043122,2.453789,0
730,60241.1136,4,-1.052531,2.925313,0
730,60241.1245,5,-8.036972,5.953956,0
730,60250.1708,2,-0.962673,2.112349,0
730,60250.1957,1,0.580816,2.829899,0
730,60250.2034,3,6.845217,2.940232,0
730,60250.2143,4,0.204509,3.994097,0
730,60250.2253,5,1.290714,7.954757,0
730,60261.1296,0,1.237353,2.094631,0
730,60262.0550,0,3.469973,2.338792,0
730,60263.0556,0,2.352035,1.998888,0
730,60264.0559,0,-2.396658,2.192123,0
730,60265.0780,0,3.070599,2.439756,0
730,60268.0449,2,-0.465229,1.410433,0
730,60268.0525,1,0.174091,1.861911,0
730,60268.0601,3,0.538344,2.137292,0
730,60268.0711,4,-3.556071,2.741589,0
730,60268.0820,5,-3.639747,6.760314,0
730,60278.0993,2,2.521567,1.652593,0
730,60278.1069,1,-2.468382,2.289480,0
730,60278.1145,3,-1.407348,2.177464,0
730,60278.1255,4,3.475310,3.068326,0
730,60278.1364,5,8.474236,7.658961,0
730,60281.1023,2,-1.139811,0.801878,0
730,60281.1099,1,-1.247972,0.800422,0
730,60281.1175,3,-1.347594,1.374244,0
730,60281.1285,4,-0.890039,1.996277,0
730,60281.1394,5,2.285095,5.189152,0
730,60284.1027,2,-0.679968,0.840813,0
730,60284.1104,1,-0.530991,0.766401,0
730,60284.1180,3,-1.148911,1.164351,0
730,60284.1289,4,0.493227,1.707686,0
730,60284.1399,5,-4.683412,4.445528,0
730,60287.1047,2,0.288175,1.256500,0
730,60287.1123,1,-2.067724,1.090506,0
730,60287.1200,3,-0.846692,1.802521,0
730,60287.1309,4,-5.051833,2.972183,0
730,60287.1418,5,-13.252449,7.029711,0
730,60290.0761,0,-3.000368,1.929932,0
730,60291.0689,0,1.081815,1.681175,0
730,60292.0699,0,2.211185,1.882060,0
730,60293.0699,0,0.182480,1.575780,0
730,60294.0708,0,1.605139,1.418435,0
730,60532.3019,2,20.994711,1.047298,1
730,60532.3097,1,1.504146,0.960956,0
730,60532.3173,3,31.523088,1.569497,1
730,60532.3282,4,41.159981,2.310168,1
730,60532.3392,5,46.795868,5.458707,1
730,60535.2802,2,20.880348,1.426747,0
730,60535.2879,1,2.271271,1.348233,0
730,60535.2957,3,30.361010,2.107024,1
730,60535.3068,4,40.715591,3.043571,1
730,60535.3177,5,47.310059,7.197146,1
730,60538.2826,2,19.450977,1.865142,1
730,60538.2903,1,3.462672,2.695356,0
730,60538.2980,3,33.572102,1.944897,1
730,60538.3089,4,38.518837,2.334413,1
730,60538.3199,5,40.146099,5.039364,1
730,60554.2651,0,0.190944,2.266587,0
730,60555.2411,0,0.098122,2.049620,0
730,60556.2370,0,-0.253067,2.551228,0
730,60557.2322,0,-2.200897,1.848830,0
730,60558.2332,0,-3.459960,2.511074,0
730,60559.2274,0,0.328893,2.224590,0
730,60560.2268,0,2.453341,3.110694,0
730,60567.3291,2,15.044784,0.951184,1
730,60567.3368,1,-0.142653,1.050350,0
730,60567.3444,3,18.416132,1.262663,1
730,60567.3553,4,28.234451,1.676854,1
730,60567.3663,5,31.623583,4.281011,1
730,60580.1736,2,12.164557,1.463993,1
730,60580.1813,1,2.065962,1.402610,0
730,60580.1889,3,10.053763,2.203885,1
730,60580.1999,4,19.975168,3.213686,1
730,60580.2108,5,24.093925,7.662856,0
730,60582.1681,0,-0.473370,2.422541,0
730,60583.1640,0,-3.070249,3.006098,0
730,60584.1591,0,0.970706,2.362254,0
730,60585.1601,0,-0.533032,1.881978,0
730,60586.1564,0,-0.049936,1.830623,0
730,60587.1540,0,-2.202578,2.138732,0
730,60588.1461,0,1.361049,1.798501,0
730,60593.1209,2,6.307311,1.155241,1
730,60593.1287,1,0.462838,1.313489,0
730,60593.1365,3,8.789671,1.545997,1
730,60593.1476,4,10.031554,2.179338,0
730,60593.1585,5,10.850924,5.118365,0
730,60596.1351,2,8.231540,2.483539,0
730,60596.1427,1,1.623348,3.539990,0
730,60596.1504,3,9.673650,2.658536,0
730,60596.1613,4,8.778720,3.238315,0
730,60596.1723,5,10.870938,7.199404,0
730,60605.0908,2,5.607800,0.980471,1
730,60605.0986,1,-0.587054,0.918425,0
730,60605.1063,3,6.155015,1.461859,1
730,60605.1174,4,7.274523,2.152366,0
730,60605.1283,5,2.950838,5.145659,0
730,60608.0836,2,5.938226,0.889949,0
730,60608.0913,1,0.898013,0.825604,0
730,60608.0991,3,5.509429,1.330889,0
730,60608.1101,4,9.166319,1.962560,0
730,60608.1211,5,3.346682,4.667600,0
730,60611.0756,2,2.112415,0.773398,1
730,60611.0833,1,0.247475,0.704158,0
730,60611.0911,3,1.898379,1.172223,0
730,60611.1021,4,4.244992,1.745410,0
730,60611.1130,5,6.172510,4.175368,0
730,60612.0813,0,1.228119,1.461220,0
730,60613.0818,0,1.540095,1.541647,0
730,60614.0803,0,1.231758,1.758784,0
730,60615.0761,0,-0.502854,1.998764,0
730,60616.0769,0,-2.247711,2.024976,0
730,60617.0737,0,-1.035569,1.574103,0
730,60620.1444,0,-1.018565,1.722706,0
730,60621.2673,2,2.330264,0.944892,0
730,60621.2749,1,-0.153496,0.950369,0
730,60621.2825,3,3.589653,1.651967,0
730,60621.2934,4,1.950011,2.746167,0
730,60621.3044,5,6.258384,7.527862,0
730,60624.1290,2,2.653524,1.195862,0
730,60624.1366,1,-1.053287,1.574028,0
730,60624.1442,3,3.270966,1.501473,0
730,60624.1551,4,3.910560,2.021029,0
730,60624.1661,5,11.152599,4.772836,0
730,60633.0541,2,0.461658,1.092586,0
730,60633.0617,1,-1.166283,1.062881,0
730,60633.0693,3,-0.607413,1.678104,0
730,60633.0803,4,0.497926,2.486843,0
730,60633.0912,5,-3.150459,5.999159,0
730,60636.0482,2,3.090597,1.033257,0
730,60636.0558,1,-0.513601,0.998796,0
730,60636.0635,3,1.251243,1.591428,0
730,60636.0744,4,5.235262,2.371546,0
730,60636.0854,5,13.844719,5.711615,0
730,60640.0972,2,1.619818,0.874749,0
730,60640.1049,1,-1.366803,0.852292,0
730,60640.1125,3,2.428993,1.393725,0
730,60640.1234,4,4.530898,2.129291,0
730,60640.1344,5,-1.690480,5.288525,0
730,60642.0643,0,0.405838,2.095943,0
730,60643.0521,0,-3.248368,1.682890,0
730,60644.0621,0,2.105939,1.691078,0
730,60645.0625,0,0.427463,1.786211,0
730,60646.0636,0,-1.030916,1.798218,0
730,60647.0635,0,-0.756102,1.985424,0
730,60648.0642,0,1.493417,1.464573,0
730,60652.1289,2,0.858392,0.942882,0
730,60652.1365,1,-0.048933,1.124282,0
730,60652.1441,3,1.348074,1.381549,0
730,60652.1550,4,-2.402673,2.045725,0
730,60652.1660,5,-1.497761,5.210212,0
745,59770.3662,2,0.161398,0.619084,0
745,59770.3740,1,-0.699347,0.602597,0
745,59770.3817,3,-1.623621,1.051044,0
745,59770.3928,4,2.732148,1.807272,0
745,59770.4039,5,0.529565,4.609781,0
745,59779.3999,2,2.314143,2.049559,0
745,59779.4075,1,3.819682,2.775676,0
745,59779.4151,3,7.149204,2.455586,0
745,59779.4261,4,-0.612280,3.263342,0
745,59779.4370,5,12.491076,8.552037,0
745,59782.2372,2,0.351617,1.218648,0
745,59782.2450,1,1.318436,1.148711,0
745,59782.2527,3,-2.479718,2.057880,0
745,59782.2639,4,0.182858,2.552814,0
745,59782.2751,5,-2.357999,6.309989,0
745,59797.3336,2,-1.537819,0.984894,0
745,59797.3412,1,1.198866,0.947047,0
745,59797.3489,3,-4.944036,1.682349,0
745,59797.3598,4,-0.577881,2.594832,0
745,59797.3708,5,-5.340322,5.278841,0
745,59800.2328,2,-1.516613,2.289521,0
745,59800.2406,1,3.329584,3.300306,0
745,59800.2483,3,1.356128,2.451624,0
745,59800.2594,4,-2.749898,2.706815,0
745,59800.2706,5,-2.316101,6.047065,0
745,59808.2223,2,-0.847675,1.376511,0
745,59808.2301,1,-3.618410,1.775791,0
745,59808.2378,3,1.465723,1.605347,0
745,59808.2489,4,2.447897,2.024839,0
745,59808.2601,5,4.805355,4.189292,0
745,59811.1280,2,0.494487,1.087227,0
745,59811.1357,1,-1.093970,0.967427,0
745,59811.1435,3,-1.481074,1.717095,0
745,59811.1546,4,-0.393299,2.553843,0
745,59811.1658,5,4.945049,5.429636,0
745,59814.1206,2,-1.073968,0.907784,0
745,59814.1283,1,-0.538179,0.886799,0
745,59814.1361,3,1.924831,1.384401,0
745,59814.1472,4,0.170418,2.069416,0
745,59814.1584,5,-6.388525,4.826992,0
745,59818.2219,0,0.535577,1.634894,0
745,59819.1176,0,2.456257,1.876086,0
745,59820.1134,0,0.419239,1.714277,0
745,59821.1113,0,-1.216414,2.644188,0
745,59822.1192,0,2.605217,2.757730,0
745,59823.1592,0,3.654285,2.753010,0
745,59826.3574,2,-2.159753,0.886318,0
745,59826.3650,1,-0.312060,1.010161,0
745,59826.3726,3,-1.671890,1.591988,0
745,59826.3835,4,-4.233040,2.492918,0
745,59826.3945,5,-10.249387,6.671597,0
745,59836.1402,2,0.447286,1.399731,0
745,59836.1479,1,1.089473,1.998819,0
745,59836.1556,3,0.299984,1.746220,0
745,59836.1667,4,-2.115149,2.129061,0
745,59836.1778,5,2.640270,4.515347,0
745,59839.0783,2,-0.589270,0.798424,0
745,59839.0860,1,-0.088154,0.797149,0
745,59839.0937,3,0.238978,1.357266,0
745,59839.1048,4,1.039131,2.084505,0
745,59839.1159,5,0.279326,4.743903,0
745,59842.0683,2,-0.431442,0.789509,0
745,59842.0761,1,-0.368412,0.711125,0
745,59842.0838,3,-1.083488,1.231317,0
745,59842.0950,4,-0.748250,1.812999,0
745,59842.1061,5,3.316342,4.442052,0
745,59851.1440,0,-0.262248,1.756095,0
745,59854.0225,2,0.410474,1.185516,0
745,59854.0303,1,0.449268,1.404354,0
745,59854.0380,3,-1.137993,1.689493,0
745,59854.0492,4,-1.448463,2.520669,0
745,59854.0603,5,-2.694523,6.369941,0
745,59857.0931,2,1.181589,1.748158,0
745,59857.1008,1,0.696134,2.486369,0
745,59857.1085,3,3.707184,2.101839,0
745,59857.1196,4,5.957886,2.542790,0
745,59857.1307,5,4.906613,5.376252,0
745,59866.0173,2,-0.061703,0.742842,0
745,59866.0250,1,1.006007,0.719486,0
745,59866.0327,3,-1.179077,1.188442,0
745,59866.0438,4,0.611638,1.978403,0
745,59866.0548,5,-4.214388,5.314562,0
745,59869.0189,2,-0.087260,0.718125,0
745,59869.0266,1,0.547717,0.716291,0
745,59869.0343,3,2.117400,1.266245,0
745,59869.0454,4,2.022771,1.910698,0
745,59869.0565,5,-4.676342,4.630430,0
745,59872.0208,2,0.425429,0.706359,0
745,59872.0285,1,-0.642612,0.600194,0
745,59872.0362,3,0.064337,1.069734,0
745,59872.0474,4,0.318625,1.701161,0
745,59872.0585,5,-1.877154,4.020117,0
745,59874.0266,0,-0.975263,1.395360,0
745,59875.0223,0,2.369882,1.271702,0
745,59876.0318,0,-3.126738,1.738378,0
745,59877.0325,0,1.581219,1.437826,0
745,59878.0336,0,-1.903434,1.491694,0
745,59879.0338,0,1.642373,1.569153,0
745,59880.0348,0,1.010027,1.127931,0
745,59884.0307,2,-0.332172,0.931932,0
745,59884.0385,1,-1.737635,1.047375,0
745,59884.0462,3,-0.024032,1.180025,0
745,59884.0573,4,-0.334587,1.588148,0
745,59884.0684,5,-2.539452,3.737703,0
745,59896.0367,2,-0.591610,0.833945,0
745,59896.0444,1,0.146445,0.766304,0
745,59896.0521,3,0.144699,1.235517,0
745,59896.0630,4,1.501170,1.972430,0
745,59896.0740,5,-1.050290,4.711040,0
745,59899.0383,2,1.207302,0.698553,0
745,59899.0460,1,1.874553,0.747689,0
745,59899.0536,3,-0.343889,1.353944,0
745,59899.0646,4,-1.141418,2.103451,0
745,59899.0755,5,-9.655086,5.624609,0
745,59902.0916,2,-0.121085,1.048591,0
745,59902.0992,1,-1.188044,1.050792,0
745,59902.1068,3,0.128764,1.763792,0
745,59902.1178,4,0.737862,3.110940,0
745,59902.1287,5,0.578650,8.009994,0
745,59905.0720,0,-3.874349,1.722069,0
745,59906.0660,0,1.142920,1.674895,0
745,59907.0666,0,1.439970,1.686792,0
745,59908.0581,0,1.076507,2.569154,0
745,59909.0681,0,-0.773492,1.794903,0
745,59910.0685,0,1.332529,1.552819,0
745,60125.4094,2,220.795212,1.492162,1
745,60125.4171,1,192.244293,1.432564,1
745,60125.4248,3,203.250702,1.862000,1
745,60125.4357,4,183.633118,2.818825,1
745,60125.4448,5,141.513290,11.663839,1
745,60140.2403,0,18.014029,1.878526,1
745,60141.2435,0,4.403405,2.946165,0
745,60142.2334,0,14.629465,2.861976,0
745,60143.2299,0,16.474405,2.463061,0
745,60144.2272,0,13.940004,1.963381,1
745,60145.2256,0,12.256053,2.493533,0
745,60153.2828,2,85.117493,1.062634,1
745,60153.2905,1,33.860310,0.962349,1
745,60153.2981,3,118.889587,1.348767,1
745,60153.3092,4,104.954216,1.849368,1
745,60153.3202,5,79.139381,4.104040,1
745,60164.1619,2,41.520496,1.438102,1
745,60164.1697,1,15.414701,1.225793,1
745,60164.1774,3,89.085640,2.061134,1
745,60164.1885,4,97.058960,3.304487,1
745,60164.1997,5,65.901924,7.887352,1
745,60168.1735,2,33.819633,0.832437,1
745,60168.1813,1,11.528060,0.743267,1
745,60168.1890,3,78.537849,1.374790,1
745,60168.2001,4,85.685013,1.908107,1
745,60168.2113,5,73.280708,4.469358,1
745,60176.1432,0,3.438072,1.910771,0
745,60177.1458,0,7.870620,2.755915,0
745,60181.3618,2,22.760643,1.006340,1
745,60181.3694,1,7.112318,0.958889,1
745,60181.3770,3,45.369453,1.543761,1
745,60181.3879,4,46.970695,2.459679,1
745,60181.3989,5,28.627085,5.954778,1
745,60184.3051,2,23.098656,2.027810,1
745,60184.3127,1,5.328088,3.014978,0
745,60184.3204,3,41.459171,2.586703,1
745,60184.3313,4,43.365086,2.893122,1
745,60184.3423,5,29.410530,6.284129,1
745,60194.1098,2,17.436371,0.805362,1
745,60194.1175,1,6.266124,0.713995,1
745,60194.1253,3,35.637108,1.397873,1
745,60194.1365,4,30.877678,2.104504,1
745,60194.1476,5,38.603249,5.524339,0
745,60197.0703,2,14.559551,1.132198,1
745,60197.0781,1,5.338192,1.038170,0
745,60197.0858,3,34.212734,1.889493,1
745,60197.0970,4,30.917797,3.350657,1
745,60197.1082,5,24.239815,6.973038,1
745,60198.1198,0,2.513468,1.977549,0
745,60199.0777,0,0.982922,3.093587,0
745,60200.0737,0,2.254930,2.053128,0
745,60201.0767,0,8.172093,2.520430,0
745,60202.0715,0,1.696634,2.237271,0
745,60206.1208,0,3.979120,1.541964,0
745,60207.1199,0,4.649632,2.398699,0
745,60208.0724,2,14.300055,1.376744,1
745,60208.0801,1,3.482585,1.427287,0
745,60208.0878,3,26.143524,1.640207,1
745,60208.0990,4,20.694494,2.462117,1
745,60208.1101,5,20.780373,6.983486,0
745,60211.0601,2,12.062348,2.334581,1
745,60211.0678,1,10.670796,3.585434,0
745,60211.0756,3,27.381981,2.871491,1
745,60211.0867,4,18.064159,3.328787,1
745,60211.0978,5,24.791746,7.592153,0
745,60221.0629,2,11.591461,0.887105,1
745,60221.0706,1,5.082174,0.851038,1
745,60221.0783,3,22.247963,1.348968,1
745,60221.0895,4,18.424200,1.943101,1
745,60221.1006,5,10.627339,4.970965,0
745,60224.0614,2,11.060794,0.825046,1
745,60224.0691,1,5.236390,0.731242,0
745,60224.0768,3,16.981382,1.290812,1
745,60224.0880,4,16.555891,2.156529,1
745,60224.0991,5,16.728775,5.610350,0
745,60227.0626,2,11.798717,0.832262,1
745,60227.0703,1,2.897544,0.919320,0
745,60227.0780,3,15.804126,1.585012,1
745,60227.0891,4,13.113527,2.080181,1
745,60227.1003,5,17.529757,5.250279,0
745,60228.0295,0,-3.003068,2.436718,0
745,60229.0249,0,3.364634,2.786216,0
745,60233.2652,0,2.019320,1.750991,0
745,60234.0760,0,2.668218,1.427233,0
